,Sentiment,Text
5644,positive,masuk grup yg aku barusan share ya ntar langsung goyang aja shopeenya
5645,positive,kejar mimpimu aku takkan berhenti sblm sampai ke pertemuan 2 laut atau aku akan berjalan bertahun2 qs al kahfi 60
5646,positive,nampak sedap do leleh patut aku ikut je zzz
5647,positive,benar kan aku
5648,positive,nanti aku tanyain keuamiku dulu ya baru aku kabarin wkw
5649,positive,jangan semakkan life aku dengan mende yang berguna hahahahaha
5650,positive,aku ingin begini aku ingin begitu ingin ini itu banyak sekaliemua semua semua dapat dikabulkan dapat dikabulk
5651,positive,tadi ada budak usm kelantan panggil aku akak sebab dia kata gaya aku macam senior lewlwlwls
5652,positive,pencapaian sederhana dalam hidup instastory ku dilihat kamu
5653,positive,moga2 allah berikan aku bersalin normal dengan selamat kali kedua nanti
5654,positive,malu dia kayanya padahal aku bangga2in dia
5655,positive,tls followan ama aku yukk rep rt kita temenan
5656,positive,aku mimpiin kamu dong
5657,positive,lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar
5658,positive,iya huhu aku sayang mutual disini
5659,positive,hahahahahahaahahaha aku jauh kot siapa nk amik aku
5660,positive,jika allah memberi kamu nikmat sepotong roti saja syukurilah itu kerana allah tidak membuat kamu meminta minta kepada ora
5661,positive,ini aku main pake yang biasa tetep nyaman ps4 pro cuma buat 4k doang bang utamanya ini malah aku p
5662,positive,masih belum terlambat kalau nak cuba hisap rekorder
5663,positive,kakak caro plis hari ini menang ya biar weekend ku berwarna ngeliat kamu di tipi hehehe
5664,positive,daripada kamu bergantung pada alat alat ku lebih baik kamu kerjakan dengan usahamu sendiri doraemon
5665,positive,hahahaha hey aku lagi lalalaa
5666,positive,kena bayar lebih kalau mcmni
5667,positive,aku penginne kerjo ng tmpat dgn bismis
5668,positive,dosen2 macam bu lilis ini nih yg bikin aku tambah pengen jadi orang hukum
5669,positive,karena aku menang fansign svt besok aku mau giveaway untuk carat ditunggu yaa
5670,positive,aku suka lebih suka klo lihat isi nya tambah sange
5671,positive,mau dong pinjem catetannya aku pemales wkwk
5672,positive,jangan pernah tinggalin seseorang yang kamu butuhkan demi orang lain yang kamu inginkan
5673,positive,aku ingin ngecat kamar warna tango bubble gum
5674,positive,aku ni jenis dahulukan orang yang aku sayang bahagia dulu lepastu baru aku membawa diri
5675,positive,ho oh wkwk kok bisa itu lho tingkahnyaaaa heran aku wkwk lumayan kan nyes ilang dikit capekmu kelar kerja haha
5676,positive,pm setuju kamu sibuk sebab apa anwar ibrahim
5677,positive,bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah
5678,positive,aku emang suka maksa orang
5679,positive,bebe rexha ni contoh perempuan yg chubby tapi lawa body goals tak perlu bersusah paysh diet sbb bagi aku semua perempuan n
5680,positive,boleh ga aku mampir ke warungnya
5681,positive,ngakak aku wkwkwkw
5682,positive,lagu insomnia nya skz itu bukan tittle track ya kok aku malah ketagihan lagu itu hehe
5683,positive,aku kagum pada thor anak tuhan tapi idup serba sederhana cuma ada tukul tak yah keta hrga juta2
5684,positive,sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau
5685,positive,semarang kota di mana aku dgnnya bertemu meskipun tdk langsung bersatu tapi mampu melewati waktu hingga akhirnya bertemu
5686,positive,idm chim kamu gkpp kan duh maafkan aku terlena sama pesonamu nyatanya mata kamu lagi sakit
5687,positive,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab
5688,positive,hahahahahah aku tahu muka aku jambu
5689,positive,entahlah kenape aku bole mention ulat bulu ni hahaahhha
5690,positive,alhamdulilah welcomeeeeeeeeeee kasus ta ku terharu aku tuuu
5691,positive,huehuehuee mau rusakin ahh
5692,positive,bikin instastory cuma biar kamu reply terus ngobrol hehe
5693,positive,apakah penting pandangan manusia jika allah yang kamu percaya gitteww
5694,positive,seger bgt yus aku tongkrongin sampe makan siang hahaha
5695,positive,oke sok atuh lah lakukan kalo emang oke menurut kamu
5696,positive,dari nyaman timbul simpatik pendengar yang membuatnya ingin jadi penyelamat hidup kamu lanjut kesentuhan yg niat
5697,positive,kemarin ada ngirim thread aku ke aeribase terima kasih untuk sendernya karena aku jd tahu pemikiran orang orang m
5698,positive,okay yg ni aku nak gelak hahahahahaahhaa
5699,positive,sebab aku yakin pada apa apa yang allah tetapkan dan ridhoi
5700,positive,asal ikut aku pula haha
5701,positive,haha saja tnya kot la hampa ada mai jalan belah sini boleh aku join bosan gak tkbalik haha
5702,positive,hai kak kami memahami kendala yang kamu alami yailahkan informasikan detail kendala kamu terkaithop
5703,positive,adoi tak shaking ke gambar hahahaha
5704,positive,duh jadi pingin seblak tanggung jawab dong gegara kamu noh jadi pingin seblak ceker es buah ayam geprek hmm
5705,positive,tapi aku yakin mereka satu sama lain tuh temen banget semuanya juga berbakat dan saling dukung
5706,positive,makasih udah bikin aku ketawa di kelas hehe
5707,positive,iya deh kamu kan mommy yang sempurna
5708,positive,isu aku bg betik dekat satu taman hari tu smpai skunk org ingat hahahaha nasib baik fyp pakai betik kalau x smpa
5709,positive,aku cinta sekali lipcream emina
5710,positive,rlt ini di mall aku nemu ginian ngakak bgt
5711,positive,yaah kirain masih kerja sama keluarga kamu sampe sekarang yawdah semoga mbaknya sehat selalu dan
5712,positive,enjoy your friday baby
5713,positive,bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl
5714,positive,sampai saat ini kamu adalah orang yang setiap hari aku ceritakan dan aku banggakan didepan teman temanku
5715,positive,aku jugaetuju ini veronica my baby udah gitu tiap interview pun dia aslinya super g
5716,positive,cinta itu bukan sekedar logika saling bersama tapi cinta lebih kepada menjiwai bersatunya kamu dan aku dalam indahnya semesta
5717,positive,ini kereeen jokowilagi
5718,positive,ya ya ya dan aku tahu sekarang
5719,positive,aku mau ikutan lagi
5720,positive,aku kat sini mencarut carut sieyy hahahahahahahhhahaha
5721,positive,sok hebat aku cinta bahasa indonesia
5722,positive,tak peduli apa yang telah hilang dalam hidupmu selama kamu masih mampu bersyukur pada tuhan kamu tak kehilangan apapun
5723,positive,wkwk aku yo sok ngono btw
5724,positive,chemotherapy gdp cycle 2 day 1 orang lain sibuk daftar sem aku sibuk daftar wad doakan yg baik baik https
5725,positive,kalau duduk sini tempat die terhad tapi kalau duduk sane kamu kene duduk bersila hanya budak sekolah aku je faham hahahah
5726,positive,kata temen2ku pas sma ntar kamu kuliah ambil sastra indonesia aja cocok loh
5727,positive,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a
5728,positive,makasih kamu cepet sembuh ya
5729,positive,alhamdulillah hidup lgi yg penting hahaha buat masa ni tkdelah tkde rindu lgi kt shah alam tu he
5730,positive,ya gimana ya aku juga bingung mau kasih saran nih km jatuh hati karna foto tampannya
5731,positive,cintafarahmlda1 aku cinta farah maulida
5732,positive,aku tak faham betul lah terlalu baik
5733,positive,aku penggemar mie burung dara enaknya nyambung terus
5734,positive,wkwkwkwk jan rupane asi teko ati eggg hmmm wkwk
5735,positive,wah pas banget aku abis bikin tiktok baru
5736,positive,aku cinta bahasa indonesia
5737,positive,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag
5738,positive,mungkin kamu hanya seseorang bagi dunia tapi bagi seseorang mungkin kamu dunianya
5739,positive,terima hal hal yang memang tidak bisa diubah dan ubah hal hal yang kamu tak suka tapi masih ada kemungkinan untuk b
5740,positive,sama aku juga sering gitu
5741,positive,pasca debut dan semakin bergulirnya waktu bigbang juga menunjukkan banyak sekali peningkatan contohtage presence
5742,positive,kalau gituu aku mau pc holo setnya yang wonwoo 1 yang mana ajalah buat hadiah wkwk fannya masih ada ga ka
5743,positive,nctea aku jadi pengen punya pacar kayak jaemin sumpah dia tuh loving guy banget kalo lgi dengerin org crita senyumnya
5744,positive,aku memahami eceh
5745,positive,alangkah baiknya jika kamu bersedia mengenal kan ku padanya nov
5746,positive,i have submitted your resume tolong ah accept kalau dapat taklah aku pisang kat sini hahahaahah
5747,positive,dan inilah yang crusah aku kate kan thankiu
5748,positive,kak ingt msh ada aku gk ush pusing klau nanti sibuk wkwkwk
5749,positive,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di
5750,positive,yes sumpah sure hahhahahah stress aku nak membuang pon tak selesa
5751,positive,selamat siangg wahai kawanku bagaimana siang jum'at nya panas kah ah pasti kayaknyaemoga ga sepanas keti
5752,positive,ya ya ya dan aku tahu sekarang
5753,positive,hahahahha nasib aku adekan saport kau dulu tidak nanti hambar
5754,positive,yaa aku kan pengen dapet
5755,positive,karna penampilan tidak menjamin rijki serta jodoh seseorang jadi bersyukurlah aku yg tetap selalu mencoba seseder
5756,positive,aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p
5757,positive,9 10 krn kesempurnaan hanya milik allahwt ea aku pgn bisa buat gituan biar cttnku asik gt dibacanyaaa
5758,positive,thank you cit udah percaya ama shop aku
5759,positive,dear kaum hawa ciri bf apa yang anda suka aku tanya hawa yang jantan jangan komen hahaha
5760,positive,kamu cantik dan hatimu baik hertysev
5761,positive,ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka
5762,positive,bersama terbenamnya matahari senja ini panjangkanlah kesabaranku sampaikanlah aku di masa depan yang mapan
5763,positive,laa patutlah bapa aku pakai dp wasap accapan farewell
5764,positive,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di
5765,positive,giveaway bcs belakangan ini banyak kejadian hal baik dan aku udh ngerasain gimana rasanya menang ga jadi aku mau ga kec
5766,positive,aku harap korang akan okay
5767,positive,yaaaaaaa
5768,positive,aku aja aku
5769,positive,giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits
5770,positive,bilang aamiin makasih kalo aku anti kamu lebih cantik club
5771,positive,buat yg suka genre crime mistery thriller kudu bgt nntn drama satu ini hand the guest heran aku knp ocn jago bg
5772,positive,aku ilham u
5773,positive,giveaway pulsa dikarenakan hari ini aku lagi bahagia mau adain ga kecil an buat kalian 2 pemenang akan dapat puls
5774,positive,finally uri khunnie ada solo tour ma terharu aku tuh
5775,positive,aku nak pesan satu benda penting ni hargai orang yang masih ada kat dunia ni especially ur mom dad grandma pa siblin
5776,positive,aku pun pikir benda yang sama
5777,positive,tsktays mutualan hayuk rt aja aku ada auto follback yaaa
5778,positive,kalo aku pake bahasa asakusu sasayasang basangtasan wkwkwkwkwkw
5779,positive,aku meratapi hidup dengan chill
5780,positive,anw aku sendernya ini beli di d3b3eautyhous3 shopee ya pas kmrn ada free ongkir tanpa min pembeli
5781,positive,hahahaha maap yak dikira aq soalnya kan km ngasih aku eyeshadow palette
5782,positive,aku ni dah la mudah terhibur ya allahhhh
5783,positive,hai orang orang yang beriman janganlah kamu mengkhianati allah dan rasul muhammadaw 8 27
5784,positive,haii aku michelle si cantikk imuutt pinteerr bgt o gt lt o itu gak boong lhoo p
5785,positive,mau aku ciumiiinnnn mau aku pelukinn pokoknyaaa
5786,positive,kamu punya berapa banyak topi banyak bgt non tapi yg paling fav bgt yang warna item polos terus sama yg adidas
5787,positive,tergelak sorang sorang aku bila baca reply dorangni hahahaha
5788,positive,baca ini jadi kembali menjejak bumi kembali sadar kalau kekuasaan allah lebih besar sekuat apapun kamu mengu
5789,positive,apapun yang berlaku akan aku tetap teguh berdiri di sini
5790,positive,wakakakkaa lawak aku dah deal nk tgk movie ngn die next
5791,positive,salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe
5792,positive,siapa yg mencari mati syahid dengan sungguh sungguh maka aku memberikan kepadanya meskipun dia mati diatas tempat tidurn
5793,positive,iya sayang makasih ya love you too
5794,positive,mfs folowan rt ja ntar aku folow follback tpi
5795,positive,crush pun dah tunjuk true colours dia so aku pun blah
5796,positive,bila aku sedih aku selalu ingat ayat ni takpa lahh allah sayang kau sebab tu dia uji kau dengan macam macam dug
5797,positive,wkwkwkw yaallah derp pisan tp gpp anw amiiiin thank you and goodluck
5798,positive,iyaa aku percaya kamu udh gede hun iyaa
5799,positive,hahahaha
5800,positive,tidak perlu khawatir tentang apa yang akan terjadi besokelama kamu tahu cara berdoa semua akan baik baik saja
5801,positive,aku cintaalim 45alim lovers
5802,positive,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab
5803,positive,hari ini aku tak akan menunda lagiemakin aku menunda semakin aku galau tanpa guna anak muda harus cepat
5804,positive,giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits
5805,positive,org yg terlebih mampu pn target rumah murah org yg x brapa mampu nak duduk pun target rumah murah yes it is part of
5806,positive,haloo baca dm aku boleh ha makasih
5807,positive,tu lah klau tunang aku ttbe senyap aku yg rasa bersalah hahaha
5808,positive,bgsd aku ngakak
5809,positive,baik dan selalu sayang sama aku dia juga punya segalanya yah tipe tipe pangeran gitu lah yang
5810,positive,hahahaha aku malah demen yg ginian daripada yg tembak2 perang gitu
5811,positive,lutchuuuuu kesayangan kesayangan aku
5812,positive,ana uhibbuki fillah hatta fil jannah abadan abada aku mencintaimu hingga ke syurga selama lamanya kerana allah
5813,positive,hidup bukan melulu tentang hal hal besar banyak sosok inspiratif yang jauh dari highlight di sisa hidupku aku ingin bertem
5814,positive,krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund
5815,positive,bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah
5816,positive,hai kak pantau terus media sosial shopee dan notifikasi akunhopee kamu untuk keseruanhopee ya kak os
5817,positive,setiap orang memang berhak menilai dirimu tanpa tau siapa dirimu tapi ingat kamu juga berhak tuk tak peduli denga
5818,positive,iyosee bisa jadi ginting menang krna faktor tuan rumah aku liat reviewnya kento di google juga apik bgt wkwk
5819,positive,hahaha nk terbang ke sana ke mcmn nnt aku tgk kt setia alam punya
5820,positive,aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat
